id,name,location,temperature,vibration,oil_level,last_updated,status
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,75.2,2.6,79,2025-01-26T06:55:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,61.8,14.6,82,2025-01-25T23:56:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,66.3,98.3,100,2025-01-26T03:13:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,74.4,49.2,96,2025-01-26T01:12:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,55.8,28.8,68,2025-01-26T05:08:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,53.2,61.4,83,2025-01-26T19:27:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,72.8,23.5,81,2025-01-26T17:33:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,86.9,40.2,83,2025-01-26T08:05:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,90.5,84.1,88,2025-01-26T17:52:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,55.8,75.3,49,2025-01-26T02:06:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,63.3,15.2,93,2025-01-26T09:59:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,71.2,1.2,87,2025-01-26T08:57:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,66.7,45.5,99,2025-01-26T06:13:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,64.4,26.7,81,2025-01-26T01:17:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,76.9,36.3,97,2025-01-26T09:34:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,52.0,92.9,85,2025-01-26T11:20:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,78.0,61.4,56,2025-01-26T16:52:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,55.4,59.0,74,2025-01-26T09:38:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,63.0,36.5,55,2025-01-25T23:45:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,92.1,33.7,46,2025-01-26T10:06:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,63.6,61.5,72,2025-01-25T06:56:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,58.5,87.1,49,2025-01-25T18:34:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,78.2,44.9,56,2025-01-25T01:18:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,57.0,6.8,84,2025-01-25T15:43:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,77.3,27.0,48,2025-01-24T23:11:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,51.9,12.1,45,2025-01-25T16:07:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,57.0,46.1,55,2025-01-25T16:56:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,84.3,93.9,72,2025-01-24T22:37:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,64.5,90.8,90,2025-01-24T20:11:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,68.7,73.0,62,2025-01-25T03:56:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,82.5,71.1,64,2025-01-25T15:37:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,73.4,22.6,99,2025-01-25T17:23:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,51.3,63.2,76,2025-01-25T17:51:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,71.4,19.1,82,2025-01-25T04:25:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,67.0,19.1,65,2025-01-25T02:18:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,63.2,57.1,45,2025-01-24T21:13:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,84.6,23.5,95,2025-01-24T22:32:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,50.1,80.0,41,2025-01-24T21:24:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,80.6,81.0,48,2025-01-25T16:33:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,84.8,22.1,71,2025-01-24T20:37:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,69.4,81.2,55,2025-01-25T07:25:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,82.0,7.9,95,2025-01-24T22:59:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,60.5,32.0,74,2025-01-25T14:39:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,87.9,32.8,67,2025-01-25T13:58:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,88.1,77.4,65,2025-01-24T19:20:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,66.1,84.1,81,2025-01-24T17:56:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,85.5,57.6,79,2025-01-24T19:24:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,65.1,32.6,82,2025-01-24T04:41:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,69.3,90.5,68,2025-01-24T02:16:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,63.8,5.4,63,2025-01-23T21:40:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,87.1,86.9,47,2025-01-23T22:48:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,79.5,7.5,43,2025-01-23T20:24:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,69.2,39.2,49,2025-01-23T21:23:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,77.4,99.3,70,2025-01-24T07:34:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,64.8,12.0,56,2025-01-24T18:47:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,81.0,12.4,72,2025-01-24T03:57:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,62.2,3.7,76,2025-01-23T21:16:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,67.2,94.8,42,2025-01-24T04:35:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,82.0,43.6,79,2025-01-24T18:26:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,53.9,77.0,44,2025-01-24T11:29:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,76.3,44.5,74,2025-01-24T09:24:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,55.4,65.4,98,2025-01-24T05:52:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,90.8,46.0,93,2025-01-24T09:34:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,92.6,62.2,41,2025-01-24T19:03:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,87.0,39.1,79,2025-01-24T01:39:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,54.6,52.5,46,2025-01-24T13:12:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,64.7,55.4,56,2025-01-24T04:21:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,67.0,94.3,40,2025-01-24T07:34:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,53.3,7.9,81,2025-01-23T01:08:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,65.4,69.5,53,2025-01-23T00:41:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,61.6,0.2,57,2025-01-23T08:43:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,67.2,44.0,45,2025-01-23T12:45:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,60.8,91.2,96,2025-01-23T14:30:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,85.2,86.4,96,2025-01-22T21:51:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,59.1,87.4,60,2025-01-23T11:10:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,63.7,61.1,42,2025-01-23T15:20:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,62.4,99.5,66,2025-01-23T07:58:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,77.7,59.6,69,2025-01-23T15:18:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,64.6,49.1,73,2025-01-23T16:12:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,81.4,36.1,69,2025-01-23T10:16:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,79.9,77.5,57,2025-01-23T06:50:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,67.6,15.0,99,2025-01-23T09:15:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,65.3,49.6,64,2025-01-23T16:14:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,55.8,92.5,82,2025-01-23T19:01:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,51.1,2.2,52,2025-01-23T03:39:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,77.4,16.6,80,2025-01-23T18:51:40.056241,warning
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,88.3,71.6,49,2025-01-23T07:44:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,65.4,40.1,45,2025-01-22T23:27:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,71.5,38.3,74,2025-01-23T01:17:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,57.1,82.0,82,2025-01-23T12:31:40.056241,critical
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,68.8,24.7,91,2025-01-22T20:36:40.056241,normal
308f8d82-b69f-48da-88db-52392d379a45,Industrial Motor #4446,Factory Floor A,78.0,96.7,84,2025-01-23T13:24:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,59.9,51.2,65,2025-01-29T00:01:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,86.5,65.1,94,2025-01-29T01:05:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,74.7,59.5,45,2025-01-28T21:36:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,86.8,42.0,85,2025-01-29T15:26:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,57.2,49.3,67,2025-01-29T19:22:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,61.2,69.6,75,2025-01-29T17:42:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,65.5,47.9,45,2025-01-29T13:54:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,65.0,88.3,71,2025-01-28T20:05:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,89.0,18.0,68,2025-01-29T18:30:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,94.6,4.5,42,2025-01-29T13:50:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,72.8,4.3,49,2025-01-29T14:25:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,83.3,38.7,68,2025-01-29T13:28:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,78.0,61.8,63,2025-01-29T18:01:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,72.9,2.4,70,2025-01-29T10:08:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,80.2,17.0,100,2025-01-29T01:16:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,56.5,87.3,100,2025-01-29T06:03:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,80.3,1.4,77,2025-01-29T11:49:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,91.4,61.9,78,2025-01-29T04:28:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,55.5,34.9,65,2025-01-28T19:58:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,51.3,20.6,78,2025-01-29T07:37:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,74.4,65.3,80,2025-01-29T01:49:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,72.6,99.3,66,2025-01-29T15:28:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,72.0,45.1,77,2025-01-28T20:48:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,87.7,5.1,51,2025-01-29T18:56:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,58.7,80.5,80,2025-01-28T08:03:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,79.2,88.7,76,2025-01-28T08:31:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,66.1,8.2,64,2025-01-28T16:38:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,93.7,71.3,45,2025-01-28T18:32:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,75.7,20.1,51,2025-01-28T14:25:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,85.2,71.4,58,2025-01-27T21:59:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,63.9,18.0,95,2025-01-28T04:55:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,67.3,43.2,71,2025-01-28T19:12:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,54.4,12.6,62,2025-01-28T18:22:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,53.0,32.5,63,2025-01-27T21:58:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,59.1,87.7,46,2025-01-28T06:19:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,57.0,22.3,93,2025-01-27T23:13:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,73.5,70.6,52,2025-01-27T23:56:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,53.7,12.3,63,2025-01-27T21:44:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,58.3,22.1,92,2025-01-27T21:13:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,55.2,67.0,53,2025-01-28T14:31:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,63.5,39.4,42,2025-01-28T09:08:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,94.4,19.9,72,2025-01-28T11:34:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,88.4,66.3,42,2025-01-27T23:58:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,52.0,80.4,40,2025-01-28T11:09:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,81.8,74.5,64,2025-01-27T22:05:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,84.3,45.8,46,2025-01-28T12:57:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,57.2,59.1,73,2025-01-27T20:48:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,52.2,98.0,87,2025-01-28T07:25:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,89.1,63.8,93,2025-01-27T04:21:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,58.7,60.3,59,2025-01-26T21:25:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,94.2,76.7,61,2025-01-27T15:03:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,76.1,60.9,40,2025-01-27T17:40:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,93.5,23.4,40,2025-01-27T09:40:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,56.5,51.2,40,2025-01-27T11:46:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,78.2,27.3,41,2025-01-27T19:29:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,50.6,22.5,88,2025-01-26T21:27:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,68.2,10.7,57,2025-01-27T16:51:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,79.8,57.6,60,2025-01-27T03:02:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,88.3,18.2,70,2025-01-27T08:04:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,52.2,62.4,42,2025-01-27T00:27:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,52.7,83.6,43,2025-01-27T11:22:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,59.6,18.9,73,2025-01-27T08:40:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,78.4,0.7,43,2025-01-26T21:43:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,72.6,2.2,47,2025-01-27T18:20:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,57.7,38.2,63,2025-01-27T19:23:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,90.9,73.0,97,2025-01-27T08:03:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,76.7,41.1,63,2025-01-27T09:32:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,63.6,49.9,75,2025-01-27T04:03:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,76.1,83.9,75,2025-01-27T07:37:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,63.6,85.4,56,2025-01-27T17:02:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,79.1,6.5,54,2025-01-27T03:53:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,69.3,34.7,57,2025-01-27T05:10:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,93.7,83.9,86,2025-01-26T05:36:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,80.4,42.2,89,2025-01-26T08:44:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,59.2,20.6,59,2025-01-25T20:59:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,84.2,69.2,60,2025-01-26T17:11:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,63.3,12.0,77,2025-01-26T13:52:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,58.9,38.5,60,2025-01-25T22:50:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,82.1,55.2,71,2025-01-26T14:02:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,62.0,33.9,93,2025-01-26T01:59:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,73.4,48.9,64,2025-01-26T18:12:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,72.5,19.4,80,2025-01-26T05:04:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,88.1,21.8,86,2025-01-26T05:59:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,64.5,68.7,80,2025-01-26T02:49:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,50.0,44.0,64,2025-01-26T14:50:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,68.9,0.7,65,2025-01-26T02:23:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,86.6,91.0,99,2025-01-25T19:54:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,78.9,58.5,83,2025-01-25T23:21:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,73.1,40.3,80,2025-01-26T16:05:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,70.6,30.0,98,2025-01-26T06:11:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,59.0,93.6,82,2025-01-26T18:17:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,52.4,57.4,93,2025-01-26T15:47:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,60.7,1.1,70,2025-01-25T21:57:40.056241,normal
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,62.9,75.1,100,2025-01-26T10:31:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,61.1,30.6,59,2025-01-25T22:02:40.056241,warning
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,52.3,83.3,83,2025-01-26T09:57:40.056241,critical
99bfc9a7-93d1-451f-bb99-409e0b5c1ed1,Industrial Motor #8165,Workshop E,71.5,56.6,46,2025-01-25T04:56:40.056241,critical
